Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,BBCA.JK,BBRI.JK,BBCA.JK,BBRI.JK,BBCA.JK,BBRI.JK,BBCA.JK,BBRI.JK,BBCA.JK,BBRI.JK
Datetime,,,,,,,,,,
2024-12-24 04:25:00+00:00,9800.0,4220.0,9825.0,4220.0,9800.0,4210.0,9800.0,4220.0,65100,296500
2024-12-24 04:30:00+00:00,9825.0,4220.0,9825.0,4220.0,9800.0,4210.0,9800.0,4220.0,100600,255800
2024-12-24 04:35:00+00:00,9800.0,4220.0,9825.0,4230.0,9800.0,4210.0,9800.0,4210.0,162100,1949100
2024-12-24 04:40:00+00:00,9775.0,4210.0,9800.0,4230.0,9775.0,4210.0,9800.0,4220.0,469500,501200
2024-12-24 04:45:00+00:00,9800.0,4210.0,9800.0,4220.0,9775.0,4210.0,9800.0,4220.0,487600,577700
2024-12-24 04:50:00+00:00,9800.0,4210.0,9800.0,4220.0,9775.0,4210.0,9800.0,4220.0,0,957800
2024-12-24 04:55:00+00:00,9800.0,4220.0,9800.0,4220.0,9775.0,4210.0,9775.0,4220.0,124500,328900
2024-12-24 06:30:00+00:00,9800.0,4210.0,9800.0,4220.0,9775.0,4200.0,9800.0,4220.0,628600,4715800
2024-12-24 06:35:00+00:00,9800.0,4220.0,9800.0,4220.0,9775.0,4210.0,9800.0,4220.0,45500,599300
2024-12-24 06:40:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4210.0,9800.0,4210.0,118600,5580300
2024-12-24 06:45:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4220.0,9800.0,4220.0,144300,494800
2024-12-24 06:50:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4210.0,9775.0,4230.0,95500,1810300
2024-12-24 06:55:00+00:00,9800.0,4220.0,9800.0,4230.0,9775.0,4210.0,9800.0,4220.0,70700,3395800
2024-12-24 07:00:00+00:00,9775.0,4210.0,9800.0,4230.0,9775.0,4210.0,9800.0,4220.0,261900,1338300
2024-12-24 07:05:00+00:00,9775.0,4220.0,9800.0,4220.0,9775.0,4210.0,9800.0,4220.0,399400,601000
2024-12-24 07:10:00+00:00,9775.0,4220.0,9800.0,4220.0,9775.0,4210.0,9800.0,4210.0,176400,465000
2024-12-24 07:15:00+00:00,9800.0,4200.0,9800.0,4220.0,9775.0,4200.0,9775.0,4220.0,346800,4592100
2024-12-24 07:20:00+00:00,9775.0,4210.0,9800.0,4220.0,9775.0,4200.0,9800.0,4200.0,393400,1778900
2024-12-24 07:25:00+00:00,9750.0,4210.0,9800.0,4220.0,9750.0,4200.0,9775.0,4220.0,2287000,1908300
2024-12-24 07:30:00+00:00,9750.0,4220.0,9775.0,4220.0,9750.0,4200.0,9750.0,4210.0,358600,3347200
2024-12-24 07:35:00+00:00,9750.0,4220.0,9775.0,4220.0,9750.0,4210.0,9750.0,4220.0,164500,560600
2024-12-24 07:40:00+00:00,9750.0,4220.0,9775.0,4220.0,9750.0,4210.0,9750.0,4210.0,117100,709300
2024-12-24 07:45:00+00:00,9750.0,4220.0,9775.0,4220.0,9750.0,4210.0,9750.0,4220.0,190000,594800
2024-12-24 07:50:00+00:00,9775.0,4230.0,9775.0,4230.0,9750.0,4210.0,9750.0,4220.0,165400,7736500
2024-12-24 07:55:00+00:00,9775.0,4220.0,9775.0,4230.0,9750.0,4210.0,9775.0,4220.0,84000,5001600
2024-12-24 08:00:00+00:00,9775.0,4220.0,9775.0,4220.0,9750.0,4210.0,9750.0,4220.0,539600,871400
2024-12-24 08:05:00+00:00,9775.0,4220.0,9775.0,4230.0,9750.0,4210.0,9775.0,4210.0,326000,2605300
2024-12-24 08:10:00+00:00,9775.0,4220.0,9800.0,4230.0,9750.0,4220.0,9775.0,4230.0,448600,386200
2024-12-24 08:15:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4220.0,9800.0,4230.0,87800,738200
2024-12-24 08:20:00+00:00,9800.0,4230.0,9800.0,4230.0,9775.0,4220.0,9800.0,4230.0,143000,1394200
2024-12-24 08:25:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4220.0,9775.0,4220.0,163700,1908000
2024-12-24 08:30:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4210.0,9800.0,4220.0,421800,6108500
2024-12-24 08:35:00+00:00,9775.0,4220.0,9800.0,4230.0,9775.0,4220.0,9775.0,4220.0,253900,1939100
2024-12-24 08:40:00+00:00,9800.0,4210.0,9800.0,4230.0,9775.0,4210.0,9800.0,4230.0,427500,7257600
2024-12-24 08:45:00+00:00,9800.0,4210.0,9800.0,4220.0,9775.0,4210.0,9775.0,4220.0,1139900,6710400
2024-12-24 09:00:00+00:00,9750.0,4200.0,9750.0,4200.0,9750.0,4200.0,9750.0,4200.0,5361700,19368600
2024-12-24 09:05:00+00:00,9750.0,4200.0,9750.0,4200.0,9750.0,4200.0,9750.0,4200.0,0,1499800
2024-12-24 09:10:00+00:00,9750.0,4200.0,9750.0,4200.0,9750.0,4200.0,9750.0,4200.0,7900,885800
